repository,repoStars,repoLastFetched,commit,path
github.com/pr0cf5/move-bytecode-llvm-compiler,34,2024-09-03T04:31:40.394242Z,029eee739bc4506aba6ff8d374b511d3355952c4,aptos-core/terraform/helm/vector-log-agent/values.schema.json
github.com/stefanvd/Browser-Extensions,63,2024-09-03T14:21:29.434808Z,9e75382111e680917793beac481710c5c421729d,Font-Increase/Font-Increase-Chrome-extension/node_modules/table/node_modules/ajv/lib/refs/json-schema-2020-12/meta/unevaluated.json
github.com/stefanvd/Browser-Extensions,63,2024-09-03T14:21:29.434808Z,9e75382111e680917793beac481710c5c421729d,Ambient-Aurea/Ambient-Aurea-browser-extension/node_modules/table/node_modules/ajv/dist/refs/json-schema-2019-09/meta/meta-data.json
github.com/stefanvd/Browser-Extensions,63,2024-09-03T14:21:29.434808Z,9e75382111e680917793beac481710c5c421729d,Ambient-Aurea/Ambient-Aurea-browser-extension/node_modules/table/node_modules/ajv/dist/refs/json-schema-2020-12/meta/meta-data.json
github.com/stefanvd/Browser-Extensions,63,2024-09-03T14:21:29.434808Z,9e75382111e680917793beac481710c5c421729d,Aurora-Player/Aurora-Player-browser-extension/node_modules/table/node_modules/ajv/dist/refs/json-schema-2019-09/meta/meta-data.json
github.com/PowerShell/DSC,195,2024-09-03T03:52:28.664896Z,f42d1fb8c23a3802e569c52deee82e58b5518a8e,schemas/2024/04/outputs/config/test.json
github.com/stefanvd/Browser-Extensions,63,2024-09-03T14:21:29.434808Z,9e75382111e680917793beac481710c5c421729d,Aurora-Player/Aurora-Player-browser-extension/node_modules/table/node_modules/ajv/dist/refs/json-schema-2020-12/meta/meta-data.json
github.com/stefanvd/Browser-Extensions,63,2024-09-03T14:21:29.434808Z,9e75382111e680917793beac481710c5c421729d,Ambient-Aurea/Ambient-Aurea-browser-extension/node_modules/table/node_modules/ajv/lib/refs/json-schema-2020-12/meta/applicator.json
github.com/stefanvd/Browser-Extensions,63,2024-09-03T14:21:29.434808Z,9e75382111e680917793beac481710c5c421729d,Aurora-Player/Aurora-Player-browser-extension/node_modules/table/node_modules/ajv/lib/refs/json-schema-2020-12/meta/applicator.json
github.com/ti-community-infra/tichi,45,2024-09-03T00:57:24.945403Z,ac98cbf6dc624f2b6b385e2f52b8d1f5763b4dfe,.inner-prowjob.schema.json
github.com/stefanvd/Browser-Extensions,63,2024-09-03T14:21:29.434808Z,9e75382111e680917793beac481710c5c421729d,Font-Increase/Font-Increase-Chrome-extension/node_modules/table/node_modules/ajv/dist/refs/json-schema-2020-12/meta/applicator.json
github.com/stefanvd/Browser-Extensions,63,2024-09-03T14:21:29.434808Z,9e75382111e680917793beac481710c5c421729d,Ambient-Aurea/Ambient-Aurea-browser-extension/node_modules/table/node_modules/ajv/lib/refs/json-schema-2019-09/meta/applicator.json
github.com/stefanvd/Browser-Extensions,63,2024-09-03T14:21:29.434808Z,9e75382111e680917793beac481710c5c421729d,Aurora-Player/Aurora-Player-browser-extension/node_modules/table/node_modules/ajv/lib/refs/json-schema-2019-09/meta/applicator.json
